0;Jucá: Meirelles será o candidato do MDB, mas não receberá recursos.  #Eleições2018 #MDB  ;Jucá: Meirelles will be MDB candidate, but will not receive resources. # Elections2018 #MDB;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0 
1; Joesley chamou...;Joesley called ...;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;" Caro, o Brasil precisa de você mais que você do Brasil .
Por favor , tira esse terno, o povo não confia em pessoa com terno.
Foi uma boa falar de sua participação no governo Lula.
Mostre assistindo o Brasil na copa.
Boa sorte !";Dear, Brazil needs you more than you do from Brazil. Please, take off this suit, the people do not trust person with suit. It was a good talk of his participation in the Lula government. Show watching Brazil in the cup. Good luck !;Neg,Neu,Pos,Compound;0.051;0.683;0.266;0.8831
1;  Sim, e o candidato parece se orgulhar de ter trabalhado para um.;Yes, and the candidate seems to be proud to have worked for one.;Neg,Neu,Pos,Compound;0.0;0.655;0.345;0.7003
1; O senhor errou quando escreveu servir ao Brasil, pois até o momento o senhor vem servindo o Brasil, no sentido de entregá-lo aos interesses internacionais numa bandeja de ouro. O senhor deveria voltar ao serviço privado ou se aposentar, seria a melhor maneira de servir seu país.;You were wrong when you wrote to serve Brazil, because you have been serving Brazil so far, in the sense of handing it over to international interests on a gold plate. You should return to private service or retire, it would be the best way to serve your country.;Neg,Neu,Pos,Compound;0.057;0.829;0.114;0.4767
0;  Infelizmente o brasileiro tem histórico de eleger populistas, oportunistas e extremistas. Combaterei isso até o fim;"Unfortunately the Brazilian has a history of electing populists, opportunists and extremists. I&#39;ll fight this to the end.";Neg,Neu,Pos,Compound;0.246;0.69;0.064;-0.5719
0;  Não vai dar certo, amigo. A urna pune.;It will not work, my friend. The urn punishes.;Neg,Neu,Pos,Compound;0.45;0.55;0.0;-0.6935
0;"Henrique Meirelles parte pra cima dos eleitores do PT.
Sabem porque?
Lula da Silva, preso, tem votos aqui fora.";Henrique Meirelles leaves the voters of the PT. Do you know why? Lula da Silva, arrested, has votes out here.;Neg,Neu,Pos,Compound;0.14;0.86;0.0;-0.4767
0;  O q acontece é que a máquina pública inchada de tantos altos salários ( e ninguém vai mexer.. lógico) não deixa o Brasil crescer...qd mais pagamos impostos mais a máquina prescisa..deixando de fazer investimentos em saúde, segurança etc.;What happens is that the public machine swollen with so many high wages (and no one is going to move ... logically) does not let Brazil grow ... that we pay taxes more than the machine required ... no longer making investments in health, safety, etc.;Neg,Neu,Pos,Compound;0.115;0.83;0.055;-0.25
0;"Henrique Meirelles, o candidato do MDB ao Planalto, pretende ‘engrossar’ o discurso e usar mais Lula na campanha presidencial, registra o Estadão.

O candidato do MDB quer usar Lula, preso por corrupção e lavagem de dinheiro, em sua campanha.

É mole?";"Henrique Meirelles, the MDB candidate for Planalto, intends to &#39;thicken&#39; the speech and use more Lula in the presidential campaign, states Estadão. The MDB candidate wants to use Lula, arrested for corruption and money laundering, in his campaign. It&#39;s easy?";Neg,Neu,Pos,Compound;0.07;0.864;0.066;-0.0516
0;  Não parece tão óbvio. Ele não trabalhou para o Lula, o Banco Central é um órgão independente. E ele participou também do governo Temer, aliás, o primeiro ministro a enfrentar um congresso esquerdista como o nosso. Você só replicou o argumento que a mídia usa para diminuir o Mint;It does not seem so obvious. He did not work for Lula, the Central Bank is an independent body. And he also participated in the Temer government, in fact, the prime minister to face a leftist congress like ours. You have only replicated the argument that the media uses to decrease Mint;Neg,Neu,Pos,Compound;0.046;0.907;0.046;0.0
0;  Fico extremamente preocupado em ver uns e outros elogiarem esse Senhor....Si for eleito estamos mais fudidos ainda....É o segundo Temer....vai pro colo do capeta Meirelles...😈😈😈😈😈;I am extremely worried to see each other and praise this Lord .... If elected we are even more fucked .... It is the second Temer .... goes to the cape of Meirelles ... 😈😈😈😈😈;Neg,Neu,Pos,Compound;0.172;0.742;0.086;-0.5553
0;" Que vídeo horrível é aquele contra Bolsonaro, hein!
Gastou uma grana preta pra produzir aquela merda.";What horrible video is the one against Bolsonaro, huh! He spent a lot of money to produce that shit.;Neg,Neu,Pos,Compound;0.316;0.684;0.0;-0.8122
0;"  É óbvio que ele faz referência ao período que trabalhou pro Lula. Você não me parece bobo.

A estratégia é clara: parecer ""palatável"" ao eleitorado lulista. Só não consigo entender por quê. É tão óbvio que não vai dar certo! Pra que lamber as botas dessa gente, meu Deus?!?";"It is obvious that he refers to the period that worked for Lula. You do not look silly to me. The strategy is clear: to appear &quot;palatable&quot; to the Lulaist electorate. I just can not understand why. It&#39;s so obvious it will not work! Why lick those people&#39;s boots, my God?!?";Neg,Neu,Pos,Compound;0.02;0.875;0.105;0.6778
0;  Já vi no seu perfil que vc está engajado a apoiar esse verme, então não vou perder meu tempo em argumentar com vc, abraços;I have seen on your profile that you are engaged to support this worm, so I will not waste my time arguing with you, hugs;Neg,Neu,Pos,Compound;0.093;0.559;0.348;0.8018
1; Inclusive a JBS.;Including JBS.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Seu histórico inspira credibilidade.  Precisa chegar ao povão.;Your record inspires credibility. You need to get to the crowd.;Neg,Neu,Pos,Compound;0.0;0.775;0.225;0.4404
0; Eu apoio, bora #ChamaOMeirelles É sem surpresa ruim! ;"I support, bora #ChamaOMeirelles It&#39;s no surprise bad!";Neg,Neu,Pos,Compound;0.434;0.218;0.348;-0.2942
1;  O senhor pelo jeito não;You by the way do not;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;    Jogou aonde Paulo Guedes?;Played where Paulo Guedes?;Neg,Neu,Pos,Compound;0.0;0.556;0.444;0.34
1; Meirelles trabalhou para o Brasil e a favor do povo! #ChamaOMeirelles;Meirelles worked for Brazil and for the people! #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"  O que a mensagem dele tem a ver com ""ficar bem com a esquerda""?";"What does his message have to do with &quot;getting well with the left&quot;?";Neg,Neu,Pos,Compound;0.0;0.851;0.149;0.2732
0;  Quem não conhece essa velha raposa?;Who does not know that old fox?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"""Imaginem isso [cidadão armado] espalhado pelo País. Imaginem qualquer briga de trânsito"". Henrique Meirelles, em evento com ruralistas em junho. C/C  ";"&quot;Imagine this [armed citizen] scattered throughout the country. Imagine any traffic fight.&quot; Henrique Meirelles, in an event with ruralists in June. C / C";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Eu apoio, bora #ChamaOMeirelles É sem surpresa ruim! ;"I support, bora #ChamaOMeirelles It&#39;s no surprise bad!";Neg,Neu,Pos,Compound;0.434;0.218;0.348;-0.2942
1;  Duas palavras: Dialogo Interamericano.;Two words: Inter-American Dialogue.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Eu acho que  é o que o Brasil precisa no momento, alguém pra cuidar da economia. Votaria nele no 1° 2° 3°.... 10° turno. Problema é o pacote de Temmers e Maruns que corremos o risco de vir agregado ao pacote;I think that is what Brazil needs at the moment, someone to take care of the economy. He would vote for him on 1 ° 2 ° 3 ° .... 10th shift. Problem is the Temmers and Maruns package that we run the risk of coming attached to the package;Neg,Neu,Pos,Compound;0.1;0.833;0.067;-0.1531
0; Vendo a 5 a opção de Meirelles presidente em 2019 kkk;Seeing the 5 option Meirelles president in 2019 kkk;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Henrique Meirelles parece preocupado com a comunicação de sua campanha à Presidência. ;Henrique Meirelles seems concerned about the communication of his campaign to the Presidency.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Eu apoio, #ChamaOMeirelles É sem surpresa ruim! ;"I support, #ChamaOMeirelles It&#39;s not unsurprisingly bad!";Neg,Neu,Pos,Compound;0.0;0.406;0.594;0.7043
1;Eu apoio, #ChamaOMeirelles É sem surpresa ruim! ;"I support, #ChamaOMeirelles It&#39;s not unsurprisingly bad!";Neg,Neu,Pos,Compound;0.0;0.406;0.594;0.7043
1; Quem trabalha com a verdade sempre tem mais força para conquistar os objetivos..;Who works with the truth always has more strength to achieve the goals ..;Neg,Neu,Pos,Compound;0.0;0.674;0.326;0.6997
1; Nós realmente precisamos construir um Brasil da verdade!;We really need to build a Brazil of truth!;Neg,Neu,Pos,Compound;0.0;0.73;0.27;0.3802
0;O estudo foi entregue pela CNI a seis pré-candidatos à Presidência da República: Marina Silva (Rede), Jair Bolsonaro (PSL), Geraldo Alckmin (PSDB), Henrique Meirelles (MDB), Ciro Gomes (PDT) e Alvaro Dias (Podemos).;The study was delivered by CNI to six pre-candidates for the Presidency of the Republic: Marina Silva (Rede), Jair Bolsonaro (PSL), Geraldo Alckmin (PSDB), Henrique Meirelles (MDB), Ciro Gomes (PDT) and Alvaro Dias ).;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Tem que encantar o povão.;You must enchant the crowd.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Cara e é esse lance do Henrique Meirelles candidato? To abrindo esse assunto pq to querendo opiniões msm...;Dude and is this bid from Henrique Meirelles candidate? To open this subject because you want more opinions ...;Neg,Neu,Pos,Compound;0.0;0.933;0.067;0.0772
1;   Quem é Paulo Guedes perto de Henrique Meirelles?;Who is Paulo Guedes near Henrique Meirelles?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Talvez por isso a candidatura do Meirelles ainda não engrenou, tem gente preferindo o discurso fantasioso dos populistas.  Mas logo vão preceber  que é o melhor candidato.;"Maybe that&#39;s why Meirelles&#39; candidacy has not yet gotten together, some people prefer the fanciful discourse of the populists. But soon you will realize that you are the best candidate.";Neg,Neu,Pos,Compound;0.0;0.873;0.127;0.6369
1;  !! Meu presidente de prateleira!!  Este é de verdade! Paulo Guedes fará a sua lição de casa, relax! Pode ir pra Suiça passear..;!! My chair on the shelf !! This one is for real! Paulo Guedes will do his homework, relax! You can go to Switzerland for a walk ..;Neg,Neu,Pos,Compound;0.0;0.865;0.135;0.6209
0; Coloque cada vez mais verdades na cara de todos!! Sejam de esquerda, direita ou ladrões!;"Put more and more truths in everyone&#39;s face !! Be left, right or thieves!";Neg,Neu,Pos,Compound;0.169;0.614;0.217;0.2341
0;Bora, #ChamaOMeirelles É sem surpresa ruim!;"Bora, #ChamaOMeirelles It&#39;s not a bad surprise!";Neg,Neu,Pos,Compound;0.203;0.447;0.351;0.3244
1;;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0;"Eu defendo mudanças profundas na previdência e no sistema de impostos do Brasil. E defendo porque eles são injustos. Cobram mais dos pobres e beneficiam os ricos. Não há como fazer um país mais justo sem avançar nas mudanças que defendo.

";"I advocate profound changes in Brazil&#39;s pension system and tax system. And I defend because they are unjust. They charge more of the poor and benefit the rich. There is no way to make a fairer country without advancing in the changes that I advocate.";Neg,Neu,Pos,Compound;0.172;0.7;0.128;-0.3102
1;;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1; Tenho minhas dúvidas. Ninguém é candidato pelo pMDB imaculadamente.;I have my doubts. Nobody is a candidate for pMDB immaculately.;Neg,Neu,Pos,Compound;0.216;0.784;0.0;-0.296
0;" 
Erros que levaram o Brasil à maior recessão da história no governo Dilma e que não podemos repetir:

- Aumento dos gastos do governo
- Aumento da dívida
- Descontrole da inflação
- Excesso de intervenção do estado na economia
- Falta de credibilidade";Mistakes that led Brazil to the greatest recession in history in the Dilma government and that we can not repeat: - Increased government spending - Increased debt - Inflation out of control - Excessive state intervention in the economy - Lack of credibility;Neg,Neu,Pos,Compound;0.281;0.634;0.086;-0.7599
0;"  Vou começar a montar uma lista de desarmamentistas (que NUNCA receberão um voto meu). Já tenho os dois primeiros nomes.

1. Ciro Gomes.
2. Henrique Meirelles.";"I&#39;m going to start putting together a list of disarmamentistas (that will NEVER receive a vote of mine). I already have the first two names. 1. Ciro Gomes. 2. Henrique Meirelles.";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; ihaiuahaiuhaiuahiauhiau;ihaiuahaiuhaiuahiauhiau;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  - se precisar da cabo eleitoral?;- If you need the electoral cable?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Infelizmente há grande diferença entre presidir uma grande organização global e um pais. As regras são diferentes, a medição de resultados também. O pior, para ser eleito, o carisma com os eleitores.;Unfortunately there is big difference between chairing a large global organization and one country. The rules are different, the measurement of results as well. The worst, to be elected, is the charisma with the voters.;Neg,Neu,Pos,Compound;0.164;0.783;0.053;-0.6597
0; Trabalhar pelo seu país não é defender os interesses de banqueiros internacionais. Queremos juros no mesmo patamar dos juros americanos.;Working for your country is not defending the interests of international bankers. We want interest at the same level as American interest.;Neg,Neu,Pos,Compound;0.064;0.666;0.27;0.6767
1;Henrique Meirelles = Michel Temer ;Henrique Meirelles = Michel Temer;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Henrique Meirelles muda de tática e 'cola' no ex-presidente Lula  #Politica #Brasil #Economia ;"Henrique Meirelles changes tactics and &#39;cola&#39; in former president Lula #Politics #Brazil #Economy";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;" Já te adianto de antemão, será em vão. 🤔
";"I&#39;ll advance you in advance, it will be in vain. (I.e.";Neg,Neu,Pos,Compound;0.219;0.781;0.0;-0.4215
1; Partidos políticos no Brasil não refletem nenhuma ideologia séria, mas só a formação de um grupo, ou como na maioria dos casos, de uma quadrilha, veja o caso do MDB, PT, PSDB, só  pra citar os maiores. #NÃOVOTO a partidos ligados à #corrupção .;Political parties in Brazil do not reflect any serious ideology, but only the formation of a group, or as in most cases, of a gang, see the case of the MDB, PT, PSDB, just to name the largest. # NOVOTO to parties linked to # corruption.;Neg,Neu,Pos,Compound;0.0;0.857;0.143;0.6716
0;Leiam: Henrique Meirelles, João Amoêdo ou Flávio Rocha?: Esperei 50 anos para ver meu sonho… ;Read: Henrique Meirelles, João Amoêdo or Flávio Rocha ?: I waited 50 years to see my dream ...;Neg,Neu,Pos,Compound;0.0;0.889;0.111;0.25
1;Henrique Meirelles muda de tática e ‘cola’ em Lula ;"Henrique Meirelles changes tactics and &#39;cola&#39; in Lula";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"Exxon e Shell e o Brasil Pro Beleleu.
  
  
  
    
   ";Exxon and Shell and Brazil Pro Beleleu.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Henrique Meirelles fez carreira no mercado financeiro, chegando à presidência de um dos maiores bancos do mundo. É socialista inegável . Qualquer minion pode afirmar isso sem consequências.;Henrique Meirelles made a career in the financial market, becoming president of one of the largest banks in the world. It is an undeniable socialist. Any minion can claim this without consequences.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Não esquecer do consultor financeiro da JBS o hoje presidenciável Henrique Meirelles e ex-ministro de Temer, protegido pela globo. Será que Meirelles nada viu ou soube do que acontecia com o dinheiro da JBS? Tem como você fazer um artigo sobre isso? Acho difícil, mas quem sabe?!;"Do not forget the financial advisor of JBS, the now presidential, Henrique Meirelles and former minister of Temer, protected by the globe. Did not Meirelles see anything or know what happened to JBS&#39;s money? How can you make an article about it? I find it difficult, but who knows ?!";Neg,Neu,Pos,Compound;0.034;0.887;0.079;0.3324
1;Henrique Meirelles muda de tática e ‘cola’ em Lula ;"Henrique Meirelles changes tactics and &#39;cola&#39; in Lula";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;O anúncio do candidato golpista Henrique Meirelles está passando na minha TL. De onde veio essa coisa? Já bloqueie. Aqui não, Pato! #golpista 🤢🤢🤢;The announcement of the coup candidate Henrique Meirelles is passing in my TL. Where did this thing come from? Already block. Not here, Duck! gossip;Neg,Neu,Pos,Compound;0.175;0.825;0.0;-0.5983
0;A melhor política social é o emprego. Nos anos em que estive à frente do Banco Central, o Brasil bateu recorde de pessoas no mercado de trabalho. Quero seguir trabalhando pelo meu país para recuperar todos os empregos destruídos pela crise do governo Dilma e avançar muito mais. ;The best social policy is employment. In the years in which I was head of the Central Bank, Brazil beat a record of people in the labor market. I want to continue working for my country to recover all the jobs destroyed by the crisis of the Dilma government and to advance much more.;Neg,Neu,Pos,Compound;0.122;0.786;0.092;-0.4215
1; Boa Meirelles;Good Meirelles;Neg,Neu,Pos,Compound;0.0;0.256;0.744;0.4404
1;   Se lascou, colar em Lula não é uma boa estratégia, vai afundar mais rápido que tijolo na água .;If chipped, gluing on Lula is not a good strategy, it will sink faster than brick in the water.;Neg,Neu,Pos,Compound;0.124;0.876;0.0;-0.3412
1;  ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0; Você fala dos privilégios dos políticos e dos funcionários públicos, você vai continuar a permitir que um auditor fiscal receba 23 mil reais por mês trabalhando 4h por dia, + quinquênio + 4 férias anuais?;Do you talk about the privileges of politicians and civil servants, will you continue to allow a tax auditor to receive 23 thousand reais a month working 4 hours a day, + quinquennium + 4 annual vacations?;Neg,Neu,Pos,Compound;0.0;0.862;0.138;0.5423
1; Tens meu voto Meirelles!;You have my vote Meirelles!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Não abro mão de votar e pedir voto para o senhor!;I will not give up voting and ask you to vote!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Você é mesmo uma anta. Essa postura que tem adotado nos últimos dias só serve para legitimar o discurso do Lula.;"You really are a tapir. This stance that has adopted in the last days only serves to legitimize Lula&#39;s speech.";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Vc precisa procurar um fono. Entender o que vc fala e mais difícil que o stephen hawking.;You need to look for a phono. Understand what you say and more difficult than stephen hawking.;Neg,Neu,Pos,Compound;0.157;0.843;0.0;-0.4201
1;"  Nós sabemos e percebemos..Tudo uma questão de ""quanto""... Não é verdade?  Ah, a respeito da separação entre ""eles e nós"".. Entendo perfeitamente... A classe política, vocês, estão sempre bem alimentados pelo dinheiro público... Sem limites... Nós, os que pagam a conta:  FODAM-SE!";"We know and realize. It&#39;s all a matter of &quot;how much&quot; ... Is not it true? Ah, about the separation between &quot;them and us&quot; .. I understand perfectly ... The political class, you, are always well fed by the public money ... No limits ... We who pay the bill: SE!";Neg,Neu,Pos,Compound;0.105;0.759;0.136;0.4137
1; Fotos com lula.  Perdeu toda moral;Photos with squid. Lost all morale;Neg,Neu,Pos,Compound;0.315;0.685;0.0;-0.3182
1; E sempre defendeu interesses banqueiros...;And always defended banker interests ...;Neg,Neu,Pos,Compound;0.0;0.714;0.286;0.25
0;  Faça isso! Volte para sua posição em campo ... no Ministério! Deixe a vaidade de lado e cancele esta candidatura estúpida!;Do it! Go back to your position in the field ... in the Ministry! Leave the vanity aside and cancel this stupid application!;Neg,Neu,Pos,Compound;0.344;0.656;0.0;-0.8392
0;  golpista safado. Vá usar o nome de Temer para fazer campanha, capiroto de uma figa;scoundrel coup. Go use the name of Temer to campaign, capiroto a figa;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Ficar em cima do muro não vai te levar a lugar algum. Escolha o seu lado candidato, não toleramos mais  corrupção e conjavos .;Staying on the wall will not get you anywhere. Choose your candidate side, we will not tolerate any more corruption and mischief.;Neg,Neu,Pos,Compound;0.116;0.884;0.0;-0.4144
0;" Querendo ficar bem na fita com a esquerda. Que pena... Está escolhendo o lado errado.

Não se iluda, não vai funcionar. Essa gente despreza vocês.

Você apenas foi usado pra dar credibilidade a um projeto criminoso de poder. Não era pra se orgulhar disso.";"Wanting to look good on the tape with the left. Too bad ... You&#39;re picking the wrong side. Do not be fooled, it will not work. These people despise you. You were only used to give credibility to a criminal project of power. It was not to be proud of that.";Neg,Neu,Pos,Compound;0.237;0.682;0.081;-0.8711
1; Nunca tolerei que uma pessoa que se diz honesta, competente, apoiasse ladrão para se eleger;I will never tolerate that a person who says he is honest, competent, supports a thief to elect;Neg,Neu,Pos,Compound;0.151;0.489;0.36;0.5719
1;Estagnado nas pesquisas de intenção de voto, Henrique Meirelles fará uma aposta de risco: vai usar na sua campanha o ex-presidente Lula;Stagnant in polls, Henrique Meirelles will make a risk bet: he will use in his campaign former president Lula;Neg,Neu,Pos,Compound;0.11;0.89;0.0;-0.2732
1; Hahahahaha;Hahahahaha;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Cadê suas fotos com o povo pré candidato?;Where are your pictures with the pre-candidate people?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"CPI BANESTADO | Henrique Meirelles took office as Brazil’s Finance Minister - O escândalo do Banco do Paraná é de  US$ 84 bilhões, ou a seja, R$ 252 bilhões de reais. Já ia me esquecendo que o Juiz do BANESTADO é o mesmo da LAVA JATO = Sérgio Moro
 Temer ";CPI BANESTADO | The Bank of Paraná scandal is US $ 84 billion, or R $ 252 billion reais. I was already forgetting that the BANESTADO Judge is the same as LAVA JATO = Sergio Moro Temer;Neg,Neu,Pos,Compound;0.088;0.912;0.0;-0.4404
0;   Cara, vc vai votar num ideal e ainda quer ser parâmetros p/alguém! Isso só revela insanidade. Discordo dessa ideia idiota de generalizar a classe política. Quer dizer q qndo Amoedo passar, se passar, p/o quadro político brasileiro corrupto será?;"Dude, you&#39;re going to vote for an ideal and still want to be parameters for someone! It only reveals insanity. I disagree with this stupid idea of ​​generalizing the political class. That is to say, what if Amoedo passes, if it passes, that the corrupt Brazilian political framework will be?";Neg,Neu,Pos,Compound;0.17;0.75;0.08;-0.7424
1;" Se o impeachment não rolasse e o Lula-ministro te chamasse, você iria? Já estava rolando este diálogo?
Se sim, o mais importante, ele garantiu que seguraria a militância e te deixaria trabalhar em paz?";If the impeachment did not roll and the Lula-minister called you, would you? Was this dialogue already going? If yes, most importantly, did he guarantee that he would hold the militancy and let you work in peace?;Neg,Neu,Pos,Compound;0.0;0.744;0.256;0.8842
0; Serviu muito bem ao pt, luladrao e aa jbs fribosta.;It served very well to pt, luladrao and jbs fribosta.;Neg,Neu,Pos,Compound;0.0;0.79;0.21;0.3384
1;   Romero Jucá, José Sarney, Temer, Renan Calheiros, Jader Barbalho, etc. Só gente “idônea” à frente desta “legenda”, pra não dizer outro nome.;"Romero Jucá, José Sarney, Temer, Renan Calheiros, Jader Barbalho, etc. Only people &quot;ident&quot; in front of this &quot;legend&quot;, not to say another name.";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;   É lógico, vc foi excessivo primeiro, veio à arena do MDB cheio de arrogância, preconceito, atribuindo adjetivos a tortos e a direitos, só leva a crer q está doente. Lamento p/vc.;"Of course, you were excessive first, came to the MDB arena full of arrogance, prejudice, assigning adjectives to crooked and right, only leads one to believe that he is ill. I&#39;m sorry for you.";Neg,Neu,Pos,Compound;0.265;0.735;0.0;-0.8689
0;  Ele sempre serviu ao Brasil! Conhece pouco o Ministro pelo jeito;He has always served Brazil! Little knows the Minister by the way;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;           Boa!;Good!;Neg,Neu,Pos,Compound;0.0;0.0;1.0;0.4926
0;Henrique Meirelles é uma candidatura engraçada: só existe em noticiário dos velhos jornais. Do mesmo lugar onde surgiram outras fantasias eleitorais como Luciano Huck e Flávio Rocha. Informes publicitários.;Henrique Meirelles is a funny application: it only exists in the old newspaper news. From the same place where other electoral fantasies like Luciano Huck and Flávio Rocha appeared. Advertising reports.;Neg,Neu,Pos,Compound;0.0;0.838;0.162;0.6597
1; Você não está fazendo nenhum favor.;"You&#39;re not doing yourself any favors.";Neg,Neu,Pos,Compound;0.0;0.714;0.286;0.25
0;O Brasil ainda paga o preço da irresponsabilidade dos governos anteriores. Mas já melhoramos e vamos avançar ainda mais. #ChamaOMeirelles ;Brazil still pays the price of irresponsibility of previous governments. But we have already improved and we are going to advance even further. #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.0;0.881;0.119;0.4767
1;   A sua primeira resposta neste debate foi desequilibrada, somente respondi no mesmo nível. Saudações.;Your first response to this debate was unbalanced, I just responded on the same level. Greetings.;Neg,Neu,Pos,Compound;0.0;0.833;0.167;0.4215
0;   Eu não disse que eleitor de partido supostamente corrupto é corrupto. Pode ser mal informado ou até mesmo um fanático como um petista.;I did not say that supposedly corrupt party voter is corrupt. He may be misinformed or even a fanatic as a PT.;Neg,Neu,Pos,Compound;0.117;0.762;0.121;0.0258
0;"Com a palavra   e  sobre CORTE de privilégios !!
Mania de político querer só subir imposto no nosso lombo! ";With the word and about CUT of privileges !! Political mania just want to raise tax on our back!;Neg,Neu,Pos,Compound;0.12;0.678;0.202;0.2366
0;   Mas se todos que votam no MDB são corruptos então sou corrupta. Posso usar sua msm lógica. Se vc é um desiquibrado, Amoedo tbm é. Bolsotonto já está no balaio p/mérito 😏;"But if everyone who votes in the MDB is corrupt then I am corrupt. I can use your logic msm. If you&#39;re an idiot, Amoedo is too. Bolsotonto is already in the balaio for merit 😏";Neg,Neu,Pos,Compound;0.089;0.836;0.075;-0.128
1;   Mas ambos não são parceiros de Romero Jucá, Renan Calheiros e Temer. Isso já é uma vantagem excelente.;But both are not partners of Romero Jucá, Renan Calheiros and Temer. That is already an excellent advantage.;Neg,Neu,Pos,Compound;0.0;0.737;0.263;0.6908
0;   Na verdade o Amoedo demonstra boa capacidade para o cargo. O Bolsonaro sim, demonstra desequilíbrio isso não é novidade.;In fact the Amoedo demonstrates good capacity for the position. The Bolsonaro yes, shows imbalance this is not new.;Neg,Neu,Pos,Compound;0.0;0.752;0.248;0.6808
1;Henrique Meirelles muda de tática e ‘cola’ em Lula ;"Henrique Meirelles changes tactics and &#39;cola&#39; in Lula";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;   Pela sua lógica, Amoedo e Bolsotonto são desiquibrados. Será q entendi errado?;By its logic, Amoedo and Bolsotonto are desiquibrados. Did I misunderstand?;Neg,Neu,Pos,Compound;0.217;0.783;0.0;-0.3612
1; Fora ladrao, quem serve a partido ladrao é ladrao, fora temer fora PMDB ou MDB?🤔 ;Out thief, who serves the party thief is thief, out to fear outside PMDB or MDB? 🤔;Neg,Neu,Pos,Compound;0.494;0.406;0.1;-0.8934
1;   Melhor do que votar em ladrão.;Better than voting for a thief.;Neg,Neu,Pos,Compound;0.366;0.323;0.312;-0.128
1;   *caso não vá o Amoedo.;* if you do not go Amoedo.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;   Isso. Demagogo vota em demagogo😉👍;That. Demagogue vote for demagogue😉👍;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Pra mim, por ter trabalhado com a turma do Temer (Marun, Temer, Maia, etc), você não tem credibilidade! Será mais um vendido.;"For me, having worked with Temer&#39;s class (Marun, Temer, Maia, etc.), you have no credibility! It will be another sold.";Neg,Neu,Pos,Compound;0.116;0.884;0.0;-0.3595
1; Vc é a pessoa certa p/governar o país,além da experiência administrativa d sucesso,escolheu p/convicção íntima ajudar o Brasil, e ñ,simplesmente,abraçou uma oportunidade.Diante dos problemas q temos d enfrentar,essa disposição,experiência fazem toda a diferença. #ChamaOMeirelles;You are the right person to govern the country, in addition to the administrative experience of success, chose for intimate conviction to help Brazil, and ñ, simply embraced an opportunity. Given the problems that we have to face, this disposition, the difference. #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.053;0.766;0.181;0.7579
0;  Sim! Por isso tiramos a Dilma e colocamos um governo sério e reformista! Agora precisamos continuar as reformas;Yes! That is why we took the Dilma and put in place a serious and reformist government! Now we need to continue the reforms.;Neg,Neu,Pos,Compound;0.051;0.821;0.128;0.4559
