1;Media cala de Ambolo de Xàbia es ahora de arena dorada  vía ;Ambolo half of Xàbia cove is now of golden sand via;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0 
0; Marina e suas falácias sem nexos.;Marina and his fallacies without links.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;        Mas é um direito das pessoas.;"But it&#39;s a people&#39;s right.";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Se fosse uma obviedade os entrevistadores seriam menos coercivos e deixariam ela falar (não importando a ideologia). Agora, seria absurdo achar inútil o que Marina disse, ainda mais na politica brasileira atual.;If it were a truism the interviewers would be less coercive and let her talk (regardless of ideology). Now, it would be absurd to find it useless what Marina said, even more so in current Brazilian politics.;Neg,Neu,Pos,Compound;0.074;0.926;0.0;-0.4215
1; Pela quantidade de absurdos que essa débil mental fala, interrompê-la torna-se obrigatório e profilático!;By the amount of absurdity that this feeble mental speaks, interrupting it becomes mandatory and prophylactic!;Neg,Neu,Pos,Compound;0.259;0.674;0.067;-0.5707
1;      Tadinha.uma  Santa.;Tadinha.uma Santa.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Você apoia as interrupções que ela sofreu  ou as besteiras que ela disse ?;Do you support the interruptions she suffered or the bullshit she said?;Neg,Neu,Pos,Compound;0.475;0.392;0.132;-0.7906
1; Quem assistir de forma imparcial vai ver que ela foge da maioria das perguntas e coloca números irreais em algumas respostas.;Those who watch impartially will see that she escapes most questions and puts unrealistic numbers in some answers.;Neg,Neu,Pos,Compound;0.0;0.919;0.081;0.128
0;  claro q nao vai. ela é capaz de ficar em cima do muro até num jogo brasil x argentina.;Of course not. she is able to stay on top of the wall even in a brazil x argentina game.;Neg,Neu,Pos,Compound;0.0;0.904;0.096;0.2023
1;  Meu Deus, que diagrama absurdo! “Ele disse que fez” gritei alto quando li! Piada kkkkkk;"My God, what an absurd diagram! &quot;He said he did,&quot; I shouted loudly when I read it! Joke kkkkkk";Neg,Neu,Pos,Compound;0.0;0.754;0.246;0.5972
1;amei o  feat.  ;Loved the feat.;Neg,Neu,Pos,Compound;0.0;0.339;0.661;0.5994
1; ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;....SÓ PARA REFLEXÃO!....UM CASAL, QUE NUNCA SE SEPAROU!... , NÃO ENGANA NINGUÉM, COM SEUS DISCURSOS SELVÁTICOS!....KKKKKKK... ;.... ONLY FOR REFLECTION! .... A COUPLE WHO HAS NEVER SEPARATED! ..., DO NOT MISTAKE ANYONE, WITH HIS SELVASTIC SPEECHES! ... KKKKKKK ...;Neg,Neu,Pos,Compound;0.16;0.84;0.0;-0.6135
1; Legal a concorrencia sim , agora chamar marina Silva de tartaruga ja achei um pouco falta de respeito da sua parte e apelativo, acharia melhor vc nao agredir ela com palavras e mostrar que bolsonaro nao precisa se igualar a eles#ficaadica;Legal to competition yes, now call marina Turtle Silva already I found a little lack of respect on your part and appealing, I would have liked you not to attack her with words and to show that Bolsonaro does not have to match them # estaadica;Neg,Neu,Pos,Compound;0.04;0.714;0.246;0.8549
1; Mi;Mi;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  A Marina Silva foi interrompida apenas 3x. É só não fugir das perguntas e não se contradizer a cada 2 minutos que não será interrompida.;Marina Silva was only interrupted 3x. Just do not run away from the questions and do not contradict yourself every 2 minutes that will not be interrupted.;Neg,Neu,Pos,Compound;0.15;0.783;0.067;-0.3481
0; Todos foram interrompidos e o Ciro interrompeu muito.;All were interrupted and Cyrus interrupted much.;Neg,Neu,Pos,Compound;0.468;0.532;0.0;-0.5267
1; E?;AND?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Perdão  , mas não tinha nem que ter sido entrevistada. Por suas idéias, já expostas na rádio JPam, ficou evidente que seria perda de tempo. Não é pq qualquer um despreparado, um bandido ou um terrorista se candidata a presidência, que devemos levar isso a diante.;Sorry, but I did not even have to be interviewed. From his ideas, already displayed on the JPam radio, it was evident that it would be a waste of time. It is not because anyone unprepared, a thug or a terrorist is running for the presidency, that we must take this forward.;Neg,Neu,Pos,Compound;0.202;0.798;0.0;-0.9081
1; Oi tudo bem vi que q senhora só aparece de 4 em 4 anos. o que a senhora faz durante esse hiato?;Hi, fine, I saw that you only show up every 4 years. What do you do during this hiatus?;Neg,Neu,Pos,Compound;0.0;0.899;0.101;0.2023
0;Viu,  , vc será obliterada 😎✌ ;See, you will be obliterated.;Neg,Neu,Pos,Compound;0.437;0.563;0.0;-0.4767
1;    Não acho que existam tantos fdp e asnos no Brasil a ponto desse psicopata néscio e fascista levar de primeira a presidência mas talvez eu esteja apenas sendo tragicamente otimista;"I do not think there are so many fdp and donkeys in Brazil to the point of this foolish and fascist psychopath taking the presidency first, but maybe I&#39;m just being tragically optimistic";Neg,Neu,Pos,Compound;0.226;0.7;0.074;-0.7259
0;Uma pesquisa do Ibope encomendada pela Confederação Nacional da Indústria mostra Jair Bolsonaro e Marina Silva na liderança da corrida eleitoral em um cenário sem Lula. Com o ex-presidente, o petista - que está preso - aparece à frente dos demais concorrentes. ;An Ibope survey commissioned by the National Confederation of Industry shows Jair Bolsonaro and Marina Silva leading the race in a scenario without Lula. With the former president, the PT - who is in prison - appears ahead of the other competitors.;Neg,Neu,Pos,Compound;0.08;0.92;0.0;-0.5106
0; Po, tu não acerta uma, né! Foi pelo ataque a ela como mulher e como representante do pensamento de esquerda. Aliás, tu não sabe mesmo o que é ser de esquerda. Feminista? Nem pensar. Sororidade pra ti deve ser problema de audição.;Po, you do not hit one, right! It was by attacking her as a woman and as a representative of left-wing thinking. In fact, you do not even know what it is to be left. Feminist? No way. Sorority for you must be hearing problem.;Neg,Neu,Pos,Compound;0.232;0.768;0.0;-0.8955
1; Quanto mimimi....;How much mimimi ....;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;    Com esse seu discurso de extrema direita é ÓBVIO que você é bolsominion e quem diz mentira portanto é vc;"With this extreme right-wing speech, you&#39;re an OBJECTIVE that you&#39;re a potion and who says lies so you";Neg,Neu,Pos,Compound;0.149;0.851;0.0;-0.4215
0; Na Roda Viva quando a pessoa fala um monte de asneiras e quando não responde a pergunta e fica enrolando, ela deve ser interrompida sim. Você assistiu a Roda Viva? E s pessoa pode ser homem ou mulher, de direita, centro ou esquerda.;In the Live Wheel when the person talks a lot of nonsense and when he does not answer the question and gets coiled, it should be interrupted yes. Did you watch Viva Roda? And the person can be male or female, right, center or left.;Neg,Neu,Pos,Compound;0.101;0.844;0.056;-0.296
0; Capaz de ganhar pela beleza e não pelas idéias. Infelizmente o Brasil tem um povo deseducado.;Able to win for beauty and not for ideas. Unfortunately, Brazil has an uneducated people.;Neg,Neu,Pos,Compound;0.0;0.555;0.445;0.8637
1;  Kkkkk você num vale nada....;Why are you worthless?;Neg,Neu,Pos,Compound;0.492;0.508;0.0;-0.4404
0;" Essa Marina Silva representa bem a esquerda.
Mimiimimimi......";This Marina Silva represents the left. Mimiimimimi ......;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Vem que vem.(votando na marina parte 2) ;Coming next. (Voting in the marina part 2);Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Me sentindo um eleitor da Marina Silva por estar torcendo para Kameron #DragRace;Feeling a voter of Marina Silva for cheering for Kameron #DragRace;Neg,Neu,Pos,Compound;0.0;0.625;0.375;0.5859
1;" A senhora sempre tergiversando; claro, a senhora foi bem tratada pois representa essa direita rancorosa...";"You always misrepresenting; Of course, the lady was treated well because she represents that spiteful right ...";Neg,Neu,Pos,Compound;0.145;0.75;0.105;-0.2023
0; Marina Silva pode ser processada por propaganda eleitoral antecipada. Lançaram outro Jurassic Park semana passada ...;Marina Silva can be sued for early election propaganda. They launched another Jurassic Park last week ...;Neg,Neu,Pos,Compound;0.108;0.811;0.081;-0.128
0;deus me livre ter a marina silva como presidente do brasil, que vozinha chata do crl;God grant me to have the marina silva as president of Brazil, what a boring little voice of crl;Neg,Neu,Pos,Compound;0.105;0.685;0.21;0.3182
1; Marina cada vez mais se mostrando de extrema esquerda. Nada que impressione. Aparece pouco e quando Aparece, fala abobrinha;Marina becoming more and more extreme left. Nothing to impress. Little appears and when Appears, speak zucchini;Neg,Neu,Pos,Compound;0.0;0.847;0.153;0.4404
0;"  
Porque não pode ser:
Bolsonaro 19%
Marina Silva 11%";Because it can not be: Bolsonaro 19% Marina Silva 11%;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  você tá insinuando que a candidata  é  um ET?;Are you implying that the candidate is an ET?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"  Olá tudo bem; vc já viu o vídeo do Bolsonaro chegando em Fortaleza CE hoje? É do mesmo jeito em todo lugar que ele chega... não quero dizer que suas fontes estão erradas nem nada mais a Marina Silva não da nem cócegas nas pesquisas de intenção de voto...";"Hello, how are you; Have you seen the video of Bolsonaro arriving in Fortaleza CE today? It&#39;s the same way everywhere he comes ... I do not want to say that his sources are wrong or anything else Marina Silva does not even tickle the polls ...";Neg,Neu,Pos,Compound;0.089;0.911;0.0;-0.5142
0; E quantas vezes ela interrompeu os jornalistas? Não conta ? Só vale se for a favor!? Sai fora comunas o tempo de vcs já passou! Tchau Marina e corja 😘 da esquerda!;And how many times did she interrupt the journalists? Does not count? Only worth it if you favor !? Get out of the communes, the time for you is over! Bye, Marina and fuck off the left!;Neg,Neu,Pos,Compound;0.201;0.739;0.06;-0.7416
1; Ela apoia a castração química pra estupradores ou Não?;Does she support chemical castration for rapists or not?;Neg,Neu,Pos,Compound;0.307;0.5;0.193;-0.3818
0; Foi interrompido porque só gaguejava e dava respostas erradas!;It was interrupted because it only stuttered and gave wrong answers!;Neg,Neu,Pos,Compound;0.484;0.516;0.0;-0.7574
0;   Com essa mão fechada, tenho certeza que sim!! Saudações comunas 😂;"With that hand closed, I&#39;m sure so! Greetings communes";Neg,Neu,Pos,Compound;0.0;0.389;0.611;0.8558
0;O famoso goleiro Marina Silva. ;The famous goalkeeper Marina Silva.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"Não procede. A formação da ""carmencita"" é marxista. Jamais ela proporia essa alternativa. Cármen Lúcia é a versão jurídica de Marina Silva. ";"Does not proceed. The formation of the &quot;carmencita&quot; is Marxist. She would never propose this alternative. Carmen Lúcia is the legal version of Marina Silva.";Neg,Neu,Pos,Compound;0.0;0.941;0.059;0.128
1; Eu ainda não vi essa matéria mas tô super curiosa para assistir.🤔 rendeu muitos protestos...;"I still have not seen this story but I&#39;m super curious to watch it.";Neg,Neu,Pos,Compound;0.0;0.57;0.43;0.8519
0; Engraçado q a mídia esquerdopata n faz essas manchetes quando Cármen Lúcia ou Rosa Weber são interrompidas repetidamente ao votarem pela condenação de corruptos? Pra politicalha o manterrupting só vale pra algumas. Preferencialmente as q defendem bandidos... Triste realidade.;Funny how does the left-wing media make these headlines when Carmen Lúcia or Rosa Weber are repeatedly interrupted by voting for the conviction of corrupt people? For the policy the mantenrupting only counts for some. Preferably the q defend bandits ... Sad reality.;Neg,Neu,Pos,Compound;0.112;0.826;0.061;-0.34
0; Mimimi da esquerda? Sem treino, nao da para ir a guerra!;Mimimi from the Left? No training, you can not go to war!;Neg,Neu,Pos,Compound;0.141;0.639;0.22;0.3045
0; O respeito,  a sororidade, transcendem partidos e ideologias. Eu acredito na Marina por que ela não faz o esperado,  ela faz o que é certo,  o melhor.  Sempre se demonstrando além de seu tempo,  e por isso, talvez, incompreendida.;Respect, the sorority, transcend parties and ideologies. I believe in the Marina because she does not do what is expected, she does what is right, the best. Always demonstrating beyond her time, and so, perhaps, misunderstood.;Neg,Neu,Pos,Compound;0.061;0.71;0.229;0.8085
0; Tdo q essa falou passou dos limites igual vc quando chama os outros de iena. Me poupe;All that she said went overboard just like you did when you called the others from Iena. Save me;Neg,Neu,Pos,Compound;0.0;0.749;0.251;0.6908
1;  Pedir respeito e profissionalismo para com todos é tão ruim assim?;Is asking for respect and professionalism for everyone so bad?;Neg,Neu,Pos,Compound;0.288;0.513;0.199;-0.3381
1; Roda Viva não é parâmetro, fizeram a msm coisa com  do ;Roda Viva is not a parameter, they did the same thing with;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Retrato da estupidez jornalística que tornou o ofício de reprodufor notícias uma espécie de facção político-ideológica contra setores que pensam para além do mercado financeiro.;A portrait of journalistic stupidity that has made the profession of news reproduction a kind of political-ideological faction against sectors that think beyond the financial market.;Neg,Neu,Pos,Compound;0.112;0.888;0.0;-0.4404
0; Desculpa Marina, mas vcs todos estao lá na rabeira do Lula. A maioria do povo já entendeu tudinho;"Excuse me, Marina, but you&#39;re all there in Lula&#39;s ass. The majority of the people have already understood everything";Neg,Neu,Pos,Compound;0.207;0.742;0.05;-0.6808
1; Oportunista;Opportunist;Neg,Neu,Pos,Compound;0.0;0.0;1.0;0.0516
1; 👿😈😈😈👿;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Absurdo levar um Coordenador de campanha do Deputado Nazi Fascista. Quem diria que a TV Cultura chegaria a esse nível baixo.;Absurd to lead a Campaign Coordinator of Deputy Nazi Fascist. Who would have thought TV Cultura would reach that low level.;Neg,Neu,Pos,Compound;0.239;0.714;0.046;-0.6808
0;#jornaldacultura Marina Silva em debates de Eleições passadas ja admitiu receber verba de banqueiros e entidades internacionais para sua eleição. Impossível de confiar;#jornaldacultura Marina Silva in past Election debates has admitted receiving money from bankers and international entities for her election. Impossible to trust;Neg,Neu,Pos,Compound;0.0;0.81;0.19;0.5719
1; Todos devem ser ouvidos, independente de suas convicções. Faltou profissionalismo nessa bancada. Marina vc sempre sensata!;"Everyone should be heard, regardless of their convictions. He lacked professionalism on this bench. Marina, you&#39;re always sensible!";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Ela fugia do tema. FIM!;She ran away from the subject. END!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; 😈👿;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Cara deixa de ignorância ela tá só sendo solidária, será que nem isso pode mais? MDS.;"Dude, you&#39;re ignorant, she&#39;s just being supportive, is not that even possible? OMG.";Neg,Neu,Pos,Compound;0.137;0.719;0.144;0.0258
1;  Não, ela apoia o Bolsonaro, cada uma !;No, she supports the Bolsonaro, each one!;Neg,Neu,Pos,Compound;0.22;0.5;0.279;0.1511
0; Porque essa safada fugiu das perguntas e ainda fez apologia ao crime em todos os sentidos?;Why did this scumbag get away from the questions and still did apology to crime in every way?;Neg,Neu,Pos,Compound;0.344;0.607;0.049;-0.8519
0; QUANDO ESTÁ DESENVOLVENDO UM RACIOCÍNIO, ENTENDI!;WHEN YOU ARE DEVELOPING A REASON, I UNDERSTAND!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Marina está correta,  ninguém tem que ser interrompido, muito menos mulher que sempre tem sua voz calada.  A pouca voz que conquistaram com muita luta.  Sensata apenas.;Marina is correct, no one has to be interrupted, much less woman who always has her voice quiet. The little voice they conquered with much struggle. Sensata only.;Neg,Neu,Pos,Compound;0.211;0.789;0.0;-0.6908
1;" Foi a mais inútil participação...mas valeu as risadas ... Muito bom o stand up .
";It was the most useless participation ... but well worth the laughs ... Very good the stand up.;Neg,Neu,Pos,Compound;0.071;0.454;0.475;0.9108
1; Vota nela então.;Vote for her then.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; ??????;??????;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"   Essa cascuda empate técnico  é pra rir ou chorar...
Eles estão dando tiro pra todo lado no desespero...kkkk";This hard technical tie is for laughing or crying ... They are shooting everywhere in despair ... kkkk;Neg,Neu,Pos,Compound;0.283;0.583;0.133;-0.3818
1; Ótima analise Marina cheguei à conclusão que é isso ai ! Ai não neh, detalhe mais a sua opinião.;Great analysis Marina I have come to the conclusion that this is it! Ai no neh, detail more your opinion.;Neg,Neu,Pos,Compound;0.093;0.721;0.186;0.4926
0; Uma retardada falando besteira tem de ser interrompida mesmo. Agora vem safada que não ligou para o q aconteceu em Mariana MG defender a outra criminosa.;A retarded talking nonsense has to be stopped anyway. Now comes naughty that did not call what happened in Mariana MG defending the other criminal.;Neg,Neu,Pos,Compound;0.369;0.631;0.0;-0.8934
1;  Posso ir junto????;Can I go too????;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Foi interrompida porque não respondia a pergunta, a interrupção era pra tenta colocá-la de volta ao tema da pergunta.;She was interrupted because she did not answer the question, the interruption was to try to put it back to the subject of the question.;Neg,Neu,Pos,Compound;0.17;0.83;0.0;-0.5719
1; Eu em algum dia votando na Marina. ;I someday voted for the Navy.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;" Quando Marina abre a boca é para falar obviedades ou coisas inúteis
🤣🤣🤣🤣🤣";"When Marina opens her mouth it&#39;s to speak truisms or useless things 🤣🤣🤣🤣🤣";Neg,Neu,Pos,Compound;0.189;0.811;0.0;-0.4215
1; Sonoridade 👏👏👏;Soundness;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Vai apoiar a Manu? Vai perder a minha cogitação do meu voto;Are you going to support Manu? You will lose my cogitation of my vote.;Neg,Neu,Pos,Compound;0.155;0.69;0.155;0.0
1; Posicionamento coerente. Parabéns, Marina!;Coherent positioning. Congratulations, Marina!;Neg,Neu,Pos,Compound;0.0;0.417;0.583;0.636
0;  vai responder ela também ou só responde o Ciro? #Marina2018 #MulheresNaPolítica;Is she going to answer it or does Cyrus answer? # Marina2018 # WomenNaPolitics;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; A Manuela foi interrompida porque fugia das perguntas.;Manuela was interrupted because she ran away from the questions.;Neg,Neu,Pos,Compound;0.196;0.804;0.0;-0.296
0; Marina, ela simplesmente se esquivava das respostas, discursando e divagando sobre pontos vários, sem responder o que o entrevistador perguntava de forma direta. As interrupções começaram a intensificar a partir do comportamento da entrevistada. Basta assistir e conferir.;Marina, she simply shied away from the answers, lecturing and rambling on various points, without answering what the interviewer asked directly. The interruptions began to intensify from the behavior of the interviewee. Just watch and check.;Neg,Neu,Pos,Compound;0.072;0.928;0.0;-0.4019
1; MACONHA;MARIJUANA;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"Vamos ver a verdade
Para presidente
 
 
 
";"Let&#39;s see the truth For President";Neg,Neu,Pos,Compound;0.0;0.685;0.315;0.3182
0;Bolsonaro está tecnicamente empatado com Marina Silva com 15%, levando-se em consideração a margem de erro, mas lidera com o maior índice de rejeição, com 32%. ;Bolsonaro is technically tied with Marina Silva with 15%, taking into account the margin of error, but leads with the highest rejection rate, with 32%.;Neg,Neu,Pos,Compound;0.223;0.777;0.0;-0.765
0;" Com o patrocínio do ITAÚ e da NATURA, tua campanha vai bombar mesmo nas pesquisas ""ALTAMENTE CONFIÁVEIS"" e nas ""URNAS MAIS SEGURAS DO MUNDO""...🤑🤑🤑";"With the sponsorship of ITAÚ and NATURA, your campaign will pummel even in the &quot;HIGHLY RELIABLE&quot; and &quot;WORLD&#39;S MOST SECURE URNAS&quot; surveys ... 🤑🤑🤑";Neg,Neu,Pos,Compound;0.0;0.847;0.153;0.6321
0;#JornaldaCultura alguem conhece um eleitor que vai votar nessa marina silva?;#JornaldaCultura anyone know a voter who will vote for this marina silva?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;   Difícil acreditar que essa jabota tenha um percentual desses de eleitores. Onde estão, que não os vemos?!;"It&#39;s hard to believe that this jabota has a percentage of those voters. Where are they, who do not see them ?!";Neg,Neu,Pos,Compound;0.078;0.922;0.0;-0.1759
0;"  ENGOLE ESSA😁😁
CORRUPTOS DE MERDINHA
LADRÕES DE MERENDA DE CRIANÇA

ESSE VÍDEO SERVE TBM PRA




Vocês são todos corruptos
Farinha do mesmo saco





Corruptos e aliados NÃO vencerão";"ENGOLE ESSA😁😁 CORRUPTOS DE MERDINHA CHILD&#39;S THIEVEMENT THIEVES THAT VIDEO SERVE TBM PRA You are all corrupted Flour of the same sack Corrupts and allies will NOT win";Neg,Neu,Pos,Compound;0.119;0.768;0.112;-0.0601
1;"     Codinome ""Avião"" na lista da Odebrecht!!!!";"Codename &quot;Airplane&quot; on the Odebrecht list !!!!";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Essa  é uma dissimulada. Além de melancia.;This is a cover story. Besides watermelon.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;        Renata, a informação de sua pergunta está no final do vídeo. O Amoedo foi interrompido 30 vezes e só interrompeu 2 vezes.;Renata, the information for your question is at the end of the video. Amoedo was interrupted 30 times and only interrupted 2 times.;Neg,Neu,Pos,Compound;0.18;0.82;0.0;-0.5267
0;" Aonde?
Kd seus eleitores?
Não conheço quase nenhum.
#BolsonaroPresidente";Where? Kd your constituents? I know almost none. #BolsonaroPresident;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"   2-manuela d'avila é do pcdob que defende o comunismo, uma ideologia que você sabe que é genocida.
Marina silva foi apoiante do ""PT"", que também é um partido que apoiou nicolas maduro da venezuela e regime de fidel castro em cuba. ";"2-manuela d&#39;avila is the pcdob that defends communism, an ideology that you know is genocide. Marina silva was supporter of the &quot;PT&quot;, which is also a party that supported mature nicolas of venezuela and regime of fidel castro in cuba.";Neg,Neu,Pos,Compound;0.0;0.78;0.22;0.836
1;      Foda-se ela!;Fuck her!;Neg,Neu,Pos,Compound;0.791;0.209;0.0;-0.5848
0;Sin Lula, Bolsonaro y Marina Silva confirman favoritismo electoral en Brasil;Sin Lula, Bolsonaro and Marina Silva confirm electoral favoritism in Brazil;Neg,Neu,Pos,Compound;0.252;0.629;0.119;-0.4404
1;De fácil entendimento as entrevistas da Mariana Godoy aos presidenciáveis.  Hj com a Marina Silva.;"It is easy to understand Mariana Godoy&#39;s interviews with the presidential candidates. Hj with Marina Silva.";Neg,Neu,Pos,Compound;0.0;0.838;0.162;0.4404
1; Sabe aquela idéia de ser lembrada quando já fez todos te esquecerem?! Então, faça nos lembrar das propostas esquecidas , ou exponha algumas idéias melhoradas ,porque assim terá sentido seu surgir das cinzas , venha como uma esperança que hibernou ...;"Do you know that idea of ​​being remembered when you&#39;ve already made everyone forget you ?! Then remind us of the forgotten proposals, or expose some improved ideas, because then it will make sense for you to emerge from the ashes, come as a hope that hibernated ...";Neg,Neu,Pos,Compound;0.101;0.782;0.117;0.4389
0;      Não era nem pra ela ter falado, afinal nada disse que preste, a profundidade de seu discurso, como disse  , é de uma poça d'água em que uma formiga atravessa com água nas canelas.;It was not even for her to have spoken, after all nothing said that lends, the depth of her speech, as I said, is of a puddle of water in which an ant crosses with water in the shins.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;   Marina empatada com Bolsonaro, kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk, só ser for empacada, essa mula.;Marina tied with Bolsonaro, kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;""" A educação fez um milagre na minha vida e também pode fazer na vida de milhões de brasileiros!"" Marina Silva ";"&quot;Education has done a miracle in my life and can also do in the lives of millions of Brazilians!&quot; Marina Silva";Neg,Neu,Pos,Compound;0.0;0.823;0.177;0.6239
0;   Brasil esquerdopata, fdp;Left brazilian, fdp;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; É que  tava de férias. Só aparece a cada 4 anos!;"It&#39;s just that she was on vacation. Only appears every 4 years!";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;         ! Chupa Bando! ;! Suck bout;Neg,Neu,Pos,Compound;0.761;0.239;0.0;-0.4926
1;   Eu voto nela. Minha família toda também.;I vote for her. My whole family too.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Tô fora dessa!;"I&#39;m out of this!";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Nao precisa provar pra ninguem que a globo é contra bolsonaro até o fim dos tempos... Se dependesse da emissora, botariam um misto de mujica com marina silva na presidencia;No need to prove to anyone that the globe is against Bolsonaro until the end of time ... If it depended on the station, they would put a mix of mujica with marina silva in the presidency;Neg,Neu,Pos,Compound;0.059;0.941;0.0;-0.296
1;"            +

ESPERO Q OS JOVENS, HOMOSEXUAIS, MULHERES, NEGROS ETC+ ACORDEM
E PERCEBAM Q ESSES GRUPINHOS NÃO BRIGA POR ELES

#LGBT NÃO LUTA POR RESPEITO
""#FEMINISTA"" NÃO LUTA POR IGUALDADE
#GRUPINHONEGRO NÃO LUTA PELO NEGRO

ELES SÓ PENSAM EM SI, SEUS BOLSOS E PARTIDOS E INCENTIVAM O ÓDIO";"+ I WAIT FOR YOUNG PEOPLE, HOMOSEXUALS, WOMEN, NEGROS ETC + AGREE AND UNDERSTAND THESE GROUPERS DO NOT BRING THEM FOR #LGBT DO NOT FIGHT FOR RESPECT &quot;#FEMINISTA&quot; DO NOT FIGHT FOR EQUALITY #GRUPINHONEGRO DO NOT FIGHT FOR THE BLACK THEY ONLY THINK ABOUT YOU, YOUR BAGS AND MATCHES AND ENCOURAGE HATE";Neg,Neu,Pos,Compound;0.214;0.622;0.164;-0.516
1;" Por ser a mais preparada e representar a nova política. A única capaz de unir o Brasil.
#Marina2018";For being the most prepared and representing the new policy. The only one capable of uniting Brazil. # Marina2018;Neg,Neu,Pos,Compound;0.0;0.769;0.231;0.5849
0; Meu primeiro voto foi Marina, o segundo tbm e agora votarei em vc pela 3° vez. A pesquisa mostra que seus eleitores estão fora da internet, brasileiros da vida real, do dia dia de luta e vitórias nesse país.;My first vote was Marina, the second one, and now I will vote for you for the 3rd time. Research shows that their voters are off the internet, real-life Brazilians, day of struggle and victories in that country.;Neg,Neu,Pos,Compound;0.06;0.94;0.0;-0.3182
1;     Esses COMUNAS adoram passar vergonha! Nunca na história desse pais teve uma candidata a presidente  tão bonitinha... mas tá lá nos ZUM por CENTO!;These communes love to be ashamed! Never in the history of that country had a candidate for such a cute president ... but there in the ZUM for CENTO!;Neg,Neu,Pos,Compound;0.066;0.768;0.166;0.4826
1;" 











JOVENS
MULHERES
HOMOSSEXUAIS
E AGORA OS NEGROS E QUILOMBOLAS

QUAL ""CLASSE"" VOCÊS IRÃO USAR P MENTIR?
HEIN DONA #GLOBOSTA?

SANGREM DE ODIO

+";"YOUNG WOMEN GAY AND NOW THE BLACKS AND QUILOMBOLAS WHICH &quot;CLASS&quot; WILL YOU USE P MENTIR? HEIN DONE #GLOBOSTA? BLOOD OF HATE +";Neg,Neu,Pos,Compound;0.193;0.807;0.0;-0.6997
1;  Eu simplesmente amo o fato de vocês viverem numa bolha;I just love the fact that you live in a bubble;Neg,Neu,Pos,Compound;0.0;0.656;0.344;0.6369
